lat,lon,rate,beamwidth
73.7,12.2,0.0,0.0
113.29797974644659,36.24163056034263,2200.0,1.0
73.7,12.2,0.0,0.0
116.12640687119277,23.513708498984766,750.0,1.0
78.30000305175781,47.20000076293945,400.0,0.5
98.35000610351562,31.350000381469727,450.0,0.8514710068702698
109.05533905932731,29.17056274847715,3000.0,1.0
106.22691193458112,29.17056274847715,1950.0,1.0
116.12640687119277,30.584776310850245,3000.0,1.0
73.7,12.2,0.0,0.0
110.4695526217004,19.27106781186548,1150.0,1.0
106.22691193458112,31.99898987322334,3800.0,1.0
83.74000549316406,42.91999816894531,1900.0,2.03666090965271
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
114.71219330881968,22.09949493661167,8050.0,1.0
114.71219330881968,26.342135623730957,2550.0,1.0
73.7,12.2,0.0,0.0
114.71219330881968,27.756349186104053,2550.0,1.0
110.4695526217004,30.584776310850245,2250.0,1.0
117.54062043356586,27.756349186104053,1200.0,1.0
104.81269837220803,29.17056274847715,900.0,1.0
123.57499694824219,43.0,1000.0,1.3250004053115845
110.4695526217004,26.342135623730957,2000.0,1.0
73.7,12.2,0.0,0.0
118.95483399593896,41.89848480983501,1500.0,1.0
102.5,23.474998474121094,2550.0,2.3163836002349854
114.71219330881968,36.24163056034263,2400.0,1.0
115.23333740234375,20.53333282470703,1300.0,1.6559648513793945
111.8837661840735,34.827416997969536,3050.0,1.0
73.7,12.2,0.0,0.0
106.42500305175781,26.9375,10850.0,2.420128107070923
109.05533905932731,26.342135623730957,150.0,1.0
117.54062043356586,29.17056274847715,2900.0,1.0
103.39848480983494,26.342135623730957,1350.0,1.0
112.30000305175781,38.630001068115234,8850.0,1.8689326047897339
108.63749694824219,30.912498474121094,4150.0,1.796959638595581
73.7,12.2,0.0,0.0
110.4695526217004,33.41320343559644,3300.0,1.0
98.94999694824219,39.0,550.0,0.5
112.25714874267578,25.57143211364746,4300.0,1.3824622631072998
121.78326112068514,37.65584412271572,2100.0,1.0
110.4695526217004,29.17056274847715,1800.0,1.0
73.7,12.2,0.0,0.0
118.95483399593896,29.17056274847715,3000.0,1.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
110.4695526217004,39.07005768508882,600.0,1.0
113.7800064086914,34.62000274658203,10450.0,1.9320385456085205
101.98427124746185,24.92792206135786,150.0,1.0
109.05533905932731,22.09949493661167,1350.0,1.0
126.02590180780442,51.797979746446686,450.0,2.8
115.7166748046875,40.25,17300.0,2.2157223224639893
116.12640687119277,26.342135623730957,2250.0,1.0
104.81269837220803,16.442640687119287,1750.0,2.8
116.68333435058594,34.80000305175781,5800.0,1.6922171115875244
104.81269837220803,30.584776310850245,1200.0,1.0
109.05533905932731,23.513708498984766,1300.0,1.0
108.38333129882812,22.916667938232422,2950.0,1.8851737976074219
106.22691193458112,30.584776310850245,1450.0,1.0
111.84000396728516,19.639999389648438,1200.0,1.2740429639816284
116.12640687119277,29.17056274847715,2400.0,1.0
120.36904755831205,27.756349186104053,750.0,1.0
116.12640687119277,37.65584412271572,3500.0,1.0
118.95483399593896,54.62640687119287,300.0,2.8
120.36904755831205,36.24163056034263,3600.0,1.0
73.7,12.2,0.0,0.0
114.71219330881968,30.584776310850245,1750.0,1.0
109.05533905932731,27.756349186104053,300.0,1.0
111.83333587646484,31.26666831970215,6000.0,1.9787746667861938
114.0,24.25,13050.0,2.128965377807617
73.7,12.2,0.0,0.0
112.89999389648438,28.450000762939453,7500.0,2.267712354660034
118.95483399593896,22.09949493661167,850.0,1.0
114.71219330881968,33.41320343559644,1500.0,1.0
107.36666870117188,39.5,2400.0,2.1129212379455566
117.03334045410156,30.983335494995117,8950.0,1.8397647142410278
114.71219330881968,39.07005768508882,600.0,1.0
77.94264068711928,39.07005768508882,700.0,2.8
113.8499984741211,36.20000076293945,700.0,1.5532209873199463
117.9000015258789,27.325000762939453,3650.0,1.4783868789672852
116.3499984741211,27.700000762939453,450.0,0.5
116.12640687119277,33.41320343559644,150.0,1.0
73.7,12.2,0.0,0.0
119.93334197998047,38.76667022705078,6200.0,2.13594388961792
121.78326112068514,29.17056274847715,2300.0,1.0
120.69999694824219,22.0,900.0,0.5
120.36904755831205,30.584776310850245,3700.0,1.0
121.78326112068514,54.62640687119287,150.0,2.8
120.75,29.799999237060547,1600.0,1.25
113.29797974644659,40.48427124746192,400.0,1.0
117.54062043356586,40.48427124746192,150.0,1.0
133.0969696196699,44.72691193458121,150.0,2.8
87.84213562373093,46.1411254969543,1200.0,2.8
117.5999984741211,37.900001525878906,1900.0,0.5
117.54062043356586,22.09949493661167,750.0,1.0
127.44011537017751,44.72691193458121,2700.0,2.8
127.44011537017751,30.584776310850245,400.0,1.5999999999999999
110.4695526217004,36.24163056034263,2450.0,1.0
73.7,12.2,0.0,0.0
104.89999389648438,31.700000762939453,850.0,0.5
126.30000305175781,31.799999237060547,400.0,0.5
116.12640687119277,16.442640687119287,750.0,2.8
73.7,12.2,0.0,0.0
85.01370849898474,30.584776310850245,450.0,2.8
103.39848480983494,36.24163056034263,2750.0,2.8
117.54062043356586,43.312698372208104,750.0,1.5999999999999999
100.57005768508876,36.24163056034263,450.0,2.8
96.32741699796948,37.65584412271572,850.0,1.5999999999999999
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
110.4695526217004,16.442640687119287,3400.0,2.8
118.95483399593896,30.584776310850245,1200.0,1.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
116.12640687119277,41.89848480983501,300.0,1.0
101.98427124746185,43.312698372208104,2100.0,2.8
83.59949493661165,47.555339059327395,800.0,2.8
110.4695526217004,24.92792206135786,750.0,1.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
107.64112549695422,34.827416997969536,11050.0,2.8
128.8543289325506,51.797979746446686,600.0,2.8
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
126.02590180780442,39.07005768508882,450.0,1.5999999999999999
120.36904755831205,24.92792206135786,9700.0,2.8
107.64112549695422,12.2,150.0,2.8
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
127.44011537017751,36.24163056034263,600.0,1.5999999999999999
133.0969696196699,48.96955262170049,450.0,2.8
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
93.4989898732233,30.584776310850245,850.0,2.8
117.54062043356586,24.92792206135786,2350.0,1.5999999999999999
77.94264068711928,43.312698372208104,450.0,2.8
96.32741699796948,40.48427124746192,2000.0,1.5999999999999999
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
111.8837661840735,43.312698372208104,2550.0,2.8
90.67056274847711,41.89848480983501,2850.0,2.8
92.0847763108502,40.48427124746192,450.0,2.8
73.7,12.2,0.0,0.0
118.95483399593896,19.27106781186548,450.0,2.8
109.05533905932731,31.99898987322334,450.0,1.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
96.32741699796948,43.312698372208104,150.0,2.8
101.98427124746185,30.584776310850245,3200.0,2.8
106.22691193458112,24.92792206135786,2200.0,1.5999999999999999
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
121.78326112068514,40.48427124746192,2700.0,1.5999999999999999
123.19747468305823,40.48427124746192,1200.0,1.5999999999999999
104.81269837220803,40.48427124746192,1250.0,2.8
110.4695526217004,23.513708498984766,900.0,1.0
120.36904755831205,33.41320343559644,12650.0,2.8
123.19747468305823,34.827416997969536,2400.0,2.8
73.7,12.2,0.0,0.0
120.36904755831205,43.312698372208104,1500.0,1.5999999999999999
73.7,12.2,0.0,0.0
82.18528137423856,44.72691193458121,150.0,1.5999999999999999
124.61168824543132,37.65584412271572,3050.0,1.5999999999999999
114.71219330881968,44.72691193458121,800.0,2.8
100.57005768508876,27.756349186104053,600.0,2.8
85.01370849898474,40.48427124746192,300.0,1.5999999999999999
104.81269837220803,33.41320343559644,300.0,1.5999999999999999
124.61168824543132,47.555339059327395,750.0,2.8
123.19747468305823,30.584776310850245,3800.0,1.5999999999999999
73.7,12.2,0.0,0.0
126.02590180780442,29.17056274847715,1300.0,1.5999999999999999
97.74163056034257,23.513708498984766,450.0,2.8
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
106.22691193458112,19.27106781186548,600.0,2.8
126.02590180780442,41.89848480983501,1350.0,1.5999999999999999
126.02590180780442,33.41320343559644,400.0,1.5999999999999999
111.8837661840735,22.09949493661167,4550.0,1.5999999999999999
109.05533905932731,37.65584412271572,450.0,1.5999999999999999
113.29797974644659,31.99898987322334,750.0,1.5999999999999999
73.7,12.2,0.0,0.0
109.05533905932731,40.48427124746192,850.0,1.5999999999999999
121.78326112068514,46.1411254969543,900.0,2.8
118.95483399593896,39.07005768508882,600.0,1.5999999999999999
124.61168824543132,30.584776310850245,1850.0,1.5999999999999999
123.19747468305823,26.342135623730957,3400.0,2.8
73.7,12.2,0.0,0.0
117.54062043356586,36.24163056034263,900.0,1.5999999999999999
