lat,lon,rate,beamwidth
111.8837661840735,29.17056274847715,1650.0,1.0
123.05555725097656,35.71111297607422,5600.0,2.3874428272247314
113.29797974644659,29.17056274847715,2550.0,1.0
113.29797974644659,24.92792206135786,3000.0,1.0
111.8837661840735,27.756349186104053,2100.0,1.0
123.62857818603516,40.80000305175781,3450.0,1.517324686050415
73.7,12.2,0.0,0.0
107.64112549695422,31.99898987322334,2700.0,1.0
106.22691193458112,29.17056274847715,2400.0,1.0
114.71219330881968,26.342135623730957,2400.0,1.0
106.22691193458112,31.99898987322334,2950.0,1.0
121.4000015258789,38.5111083984375,6550.0,1.6354111433029175
117.54062043356586,29.17056274847715,3250.0,1.0
116.12640687119277,36.24163056034263,1800.0,1.0
73.7,12.2,0.0,0.0
111.85833740234375,39.900001525878906,7200.0,2.3366799354553223
117.40999603271484,36.0,2650.0,1.2000423669815063
116.92000579833984,25.193336486816406,8950.0,2.040530204772949
114.71219330881968,36.24163056034263,3300.0,1.0
108.73332977294922,28.741666793823242,11600.0,2.270354986190796
113.29797974644659,36.24163056034263,2350.0,1.0
107.80000305175781,20.700000762939453,2850.0,2.2022762298583984
113.29797974644659,37.65584412271572,2650.0,1.0
110.4695526217004,30.584776310850245,900.0,1.0
112.60000610351562,41.650001525878906,1000.0,2.1100986003875732
110.80001068115234,21.772727966308594,7650.0,2.409420967102051
111.63333892822266,37.38888931274414,1600.0,1.0791584253311157
106.22691193458112,27.756349186104053,1900.0,1.0
73.7,12.2,0.0,0.0
118.80000305175781,35.73749923706055,7450.0,2.4701037406921387
114.71219330881968,23.513708498984766,4150.0,1.0
101.98427124746185,24.92792206135786,600.0,1.0
125.43333435058594,46.06666564941406,3100.0,2.3534810543060303
118.0999984741211,32.18333435058594,12400.0,2.1174521446228027
113.29797974644659,27.756349186104053,3750.0,1.0
124.875,29.025001525878906,1900.0,2.001561164855957
73.7,12.2,0.0,0.0
110.4695526217004,26.342135623730957,850.0,1.0
111.8837661840735,23.513708498984766,1050.0,1.0
103.239990234375,25.079999923706055,1200.0,0.5
103.39848480983494,26.342135623730957,1500.0,1.0
110.4695526217004,36.24163056034263,1750.0,1.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
106.22691193458112,30.584776310850245,3050.0,1.0
114.60000610351562,40.333335876464844,1950.0,0.5
121.78326112068514,31.99898987322334,4900.0,1.0
107.86666107177734,14.233332633972168,600.0,0.6548944115638733
78.4000015258789,46.900001525878906,400.0,0.5
73.7,12.2,0.0,0.0
118.6583251953125,23.08333396911621,4100.0,2.0249366760253906
107.64112549695422,26.342135623730957,1950.0,1.0
120.36904755831205,31.99898987322334,1800.0,1.0
110.4695526217004,29.17056274847715,450.0,1.0
73.7,12.2,0.0,0.0
126.19999694824219,32.900001525878906,400.0,0.5
120.36904755831205,54.62640687119287,450.0,2.8
123.19747468305823,37.65584412271572,400.0,1.0
114.71219330881968,34.827416997969536,2100.0,1.0
113.0,34.877777099609375,4350.0,1.4366044998168945
110.16153717041016,33.52307891845703,13750.0,2.2330732345581055
110.4695526217004,39.07005768508882,150.0,1.0
120.5571517944336,29.385717391967773,9750.0,1.6554749011993408
114.71219330881968,39.07005768508882,3100.0,1.0
114.71219330881968,24.92792206135786,450.0,1.0
85.01370849898474,30.584776310850245,450.0,2.8
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
116.12640687119277,37.65584412271572,4000.0,1.0
121.78326112068514,30.584776310850245,1150.0,1.0
113.29797974644659,22.09949493661167,6500.0,1.0
73.7,12.2,0.0,0.0
120.36904755831205,27.756349186104053,1800.0,1.0
115.83000946044922,30.950000762939453,12250.0,2.3940436840057373
73.7,12.2,0.0,0.0
113.29797974644659,23.513708498984766,2800.0,1.0
73.7,12.2,0.0,0.0
112.7750015258789,30.350000381469727,900.0,0.5
99.4000015258789,39.0,400.0,0.5
117.85000610351562,28.049999237060547,1550.0,0.5
116.12640687119277,39.07005768508882,3150.0,1.0
133.0969696196699,44.72691193458121,150.0,2.8
111.42500305175781,25.674999237060547,4250.0,1.5560345649719238
111.8499984741211,37.0,150.0,1.0594805479049683
100.53334045410156,30.666667938232422,450.0,0.5
114.71219330881968,33.41320343559644,3600.0,1.0
122.9000015258789,31.700000762939453,400.0,0.5
114.71219330881968,13.614213562373095,300.0,2.8
93.69999694824219,40.20000076293945,550.0,0.5
96.32741699796948,41.89848480983501,2600.0,2.8
130.26854249492368,51.797979746446686,600.0,2.8
114.5,22.25,850.0,0.5
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
85.01370849898474,46.1411254969543,1400.0,2.8
73.7,12.2,0.0,0.0
77.94264068711928,39.07005768508882,300.0,2.8
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
124.61168824543132,43.312698372208104,900.0,1.5999999999999999
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
121.78326112068514,29.17056274847715,300.0,1.0
73.7,12.2,0.0,0.0
104.81269837220803,43.312698372208104,2500.0,2.8
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
118.95483399593896,37.65584412271572,450.0,1.0
96.32741699796948,36.24163056034263,150.0,2.8
107.64112549695422,23.513708498984766,2050.0,1.0
127.44011537017751,36.24163056034263,1300.0,2.8
93.4989898732233,43.312698372208104,1700.0,2.8
82.18528137423856,37.65584412271572,400.0,2.8
73.7,12.2,0.0,0.0
110.4695526217004,17.856854249492383,1550.0,1.5999999999999999
127.44011537017751,30.584776310850245,400.0,1.5999999999999999
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
127.44011537017751,43.312698372208104,600.0,2.8
73.7,12.2,0.0,0.0
73.7,12.2,0.0,0.0
124.61168824543132,39.07005768508882,600.0,1.5999999999999999
73.7,12.2,0.0,0.0
118.95483399593896,19.27106781186548,150.0,2.8
73.7,12.2,0.0,0.0
116.12640687119277,22.09949493661167,2650.0,1.5999999999999999
85.01370849898474,39.07005768508882,300.0,2.8
111.8837661840735,33.41320343559644,300.0,1.5999999999999999
